風流	名詞	普通名詞	形状詞可能	*	*	*	フウリュウ	風流	風流	フーリュー	フウリュウ	漢	風流	フーリュー	フウリュウ	フウリュウ	*	*	*	*	*	*	1	C1	*
仏	接尾辞	名詞的	一般	*	*	*	ブツ	仏	仏	ブツ	ブツ	漢	仏	ブツ	ブツ	ブツ	*	*	*	*	*	*	*	C3	*
幸田	名詞	固有名詞	人名	姓	*	*	コウダ	コウダ	幸田	コーダ	コウダ	固	幸田	コーダ	コウダ	コウダ	*	*	*	*	*	*	0	*	*
露伴	名詞	固有名詞	人名	名	*	*	ロハン	ロハン	露伴	ロハン	ロハン	固	露伴	ロハン	ロハン	ロハン	*	*	*	*	*	*	1	*	*
発端	名詞	普通名詞	一般	*	*	*	ホッタン	発端	発端	ホッタン	ホッタン	漢	発端	ホッタン	ホッタン	ホッタン	*	*	*	*	*	*	"0	3	1"	C2	*
　	空白	*	*	*	*	*		　	　			記号	　				*	*	*	*	*	*	*	*	*
如是	形容詞	一般	*	*	文語形容詞-ク	連用形-一般	カクノゴトシ	如此し	如是	カクノゴトク	カクノゴトク	和	如此し	カクノゴトシ	カクノゴトシ	カクノゴトシ	*	*	*	*	*	*	4	C1	*
我	連体詞	*	*	*	*	*	ワガ	我が	我	ワガ	ワガ	和	我	ワガ	ワガ	ワガ	*	*	*	*	*	*	1	*	*
聞	名詞	普通名詞	一般	*	*	*	キキ	聞き	聞	キキ	キキ	和	聞	キキ	キキ	キキ	*	*	*	*	*	*	0	C3	*
上	接尾辞	名詞的	一般	*	*	*	ウエ	上	上	ウエ	ウエ	和	上	ウエ	ウエ	ウエ	*	*	*	*	*	*	*	C3	*
　	空白	*	*	*	*	*		　	　			記号	　				*	*	*	*	*	*	*	*	*
一向	副詞	*	*	*	*	*	イッコウ	一向	一向	イッコー	イッコウ	漢	一向	イッコー	イッコウ	イッコウ	*	*	*	*	*	*	0	*	*
専念	名詞	普通名詞	サ変可能	*	*	*	センネン	専念	専念	センネン	センネン	漢	専念	センネン	センネン	センネン	*	*	*	*	*	*	0	C2	*
の	助詞	格助詞	*	*	*	*	ノ	の	の	ノ	ノ	和	の	ノ	ノ	ノ	*	*	*	*	*	*	*	名詞%F1	*
修業	名詞	普通名詞	サ変可能	*	*	*	シュギョウ	修業	修業	シュギョー	シュギョウ	漢	修業	シュギョー	シュギョウ	シュギョウ	*	*	*	*	*	*	0	C2	*
｜	補助記号	一般	*	*	*	*		｜	｜			記号	｜				*	*	*	*	*	*	*	*	*
幾	名詞	数詞	*	*	*	*	イク	幾	幾	イク	イク	和	幾	イク	イク	イク	*	*	*	*	*	*	1	C3	*
年	名詞	普通名詞	助数詞可能	*	*	*	ネン	年	年	ネン	ネン	漢	年	ネン	ネン	ネン	*	*	*	*	*	B4WW7G9G	1	C3	*
　	空白	*	*	*	*	*		　	　			記号	　				*	*	*	*	*	*	*	*	*
三尊	名詞	普通名詞	一般	*	*	*	サンゾン	三尊	三尊	サンゾン	サンゾン	漢	三尊	サンゾン	サンゾン	サンゾン	*	*	*	*	*	*	"0	1"	C2	*
四	名詞	数詞	*	*	*	*	ヨン	四	四	ヨン	ヨン	和	四	ヨン	ヨン	ヨン	*	*	N4	*	*	*	1	C1	*
天王	名詞	普通名詞	一般	*	*	*	テンノウ	天王	天王	テンオー	テンオウ	漢	天王	テンオー	テンオウ	テンオウ	*	*	*	*	*	*	3	C2	*
十	名詞	数詞	*	*	*	*	ジュウ	十	十	ジュー	ジュウ	漢	十	ジュー	ジュウ	ジュウ	*	*	Nj	十促	基本形	*	1	C3	*
